45_68_44_ 45_73_44
7_54_0_28_ 7_54_0_28
26_11_63_8_ 26_11_70_8
7_ 70_7
42_26_4_73_47_5_3_ 42_26_4_95_47_5_3
71_44_ 75_44
6_32_75_10_ 6_32_107_10
49_51_75_5_7_ 49_51_107_5_7
29_7_80_2_10_ 29_7_134_2_10
4_63_ 4_63
5_20_ 5_20
9_43_70_36_ 9_43_74_36
7_80_ 7_134
8_ 8
5_73_ 5_95
1_80_ 134
78_20_51_ 117_46_25
58_49_64_54_ 32_49_64_54
37_80_ 37_134
55_41_73_46_1_ 55_41_95_46_21
20_64_5_25_72_18_50_4_28_ 20_33_5_25_76_18_39_4_28
22_54_73_20_30_34_ 22_54_95_20_30_34
10_24_71_15_74_51_29_ 10_50_75_15_38_51_29
34_71_14_ 34_75_14
70_20_38_ 74_46_12
17_1_62_45_ 17_1_62_45
27_62_ 27_62
4_40_63_58_ 4_40_70_58
50_75_17_ 0_107_17
4_59_48_ 4_64_48
1_80_ 134
79_ 118
28_72_52_16_53_29_ 28_76_52_16_53_29
52_71_9_ 52_75_9
37_25_78_42_19_8_22_41_47_ 37_25_117_42_19_8_22_41_47
22_13_69_51_40_53_14_ 22_13_73_51_40_53_14
48_19_62_33_ 48_19_62_33
50_29_52_16_71_47_ 50_29_52_16_75_47
6_ 6
52_5_41_70_40_4_33_57_12_34_ 52_5_41_74_40_4_33_57_12_34
70_ 74
62_50_16_ 65_0_16
71_ 75
32_16_76_62_ 58_16_111_55
73_ 95
27_34_51_71_25_ 27_34_51_75_25
10_22_24_76_36_17_20_ 10_22_24_111_36_17_20
3_71_4_9_54_ 3_75_4_9_54
34_75_ 34_107
70_ 74
13_23_10_3_44_42_71_5_9_ 13_23_10_3_44_42_75_5_26
8_41_70_40_ 8_41_74_40
76_ 111
70_ 74
12_26_1_42_71_33_33_40_ 38_26_1_42_75_33_59_40
1_23_72_ 48_76
40_72_46_36_ 40_76_46_36
54_79_74_74_18_17_ 54_118_21_1_18_17
56_63_ 56_63
20_78_ 20_117
17_68_49_ 17_73_49
12_ 73
52_60_75_64_ 52_60_107_33
40_2_63_6_3_ 40_2_70_6_3
54_68_22_ 54_70_22
40_14_65_2_ 40_14_65_2
25_9_50_70_24_39_ 51_9_50_74_24_39
48_55_19_10_29_74_11_75_13_37_ 48_55_19_10_29_12_11_107_13_37
69_ 73
16_56_70_74_11_52_ 16_56_74_12_11_52
44_79_ 44_118
73_ 95
44_39_79_58_ 44_39_118_32
44_39_69_58_ 44_39_73_32
9_12_74_52_17_ 9_38_105_52_17
16_13_53_56_78_43_54_20_55_ 16_13_53_56_117_43_54_20_55
63_46_1_41_36_51_53_ 63_20_1_41_36_25_53
27_68_ 27_73
39_32_65_46_35_ 39_31_65_46_61
24_71_ 24_75
38_19_51_2_38_ 38_19_25_35_12
29_75_49_31_ 29_107_49_31
7_48_74_50_35_80_57_39_20_77_ 7_48_38_50_35_134_57_39_46_31
47_77_0_ 47_70_0
47_38_72_35_20_51_77_ 47_38_76_61_20_51_0
32_64_29_ 32_64_29
36_ 36
16_71_57_ 16_75_31
1_66_0_2_60_58_55_36_ 21_70_0_2_60_58_55_36
75_19_14_50_57_27_52_ 107_19_14_50_57_27_52
22_13_51_72_40_53_14_ 22_13_51_76_40_53_14
31_50_22_66_44_20_ 31_0_22_70_44_46
73_22_9_50_43_ 95_22_9_50_43
33_70_ 59_74
65_17_ 65_17
35_58_73_14_12_ 35_58_95_14_12
30_65_33_ 30_65_33
9_63_ 9_63
53_28_31_45_40_69_56_18_77_61_ 53_54_31_45_40_73_56_18_24_61
24_23_26_80_16_2_ 24_23_26_134_16_61
62_48_60_ 62_48_60
4_49_37_63_3_36_47_ 4_49_37_63_3_36_47
16_37_4_70_64_9_53_ 16_37_4_74_33_9_53
69_ 73
55_76_ 55_111
24_15_14_71_58_30_ 24_15_14_75_58_30
15_77_81_ 15_117
21_74_58_22_26_15_ 1_105_58_22_26_15
0_63_43_7_ 0_63_7
52_26_2_65_1_44_ 52_26_2_65_21_44
29_20_47_ 29_73_47
17_70_41_ 17_74_41
16_31_74_10_61_ 16_31_105_10_61
42_62_3_5_ 42_62_3_5
23_ 70
 63
63_18_ 63_18
27_64_61_ 27_64_61
57_ 70
31_1_1_8_ 31_134_8
54_46_72_51_43_ 54_46_76_51_43
31_47_ 31_73
48_76_20_20_28_16_49_ 48_111_46_20_28_16_49
69_ 70
52_40_3_13_79_6_41_43_50_80_ 52_40_3_13_118_6_41_43_50_1
11_3_28_36_69_53_13_20_ 11_3_28_36_73_53_13_46
73_ 95
73_ 95
13_41_28_ 13_63_28
37_66_10_ 37_70_10
1_ 70
58_36_7_66_39_24_16_ 58_36_7_70_39_24_16
10_65_40_ 10_65_40
42_62_ 42_62
23_78_ 23_117
78_ 117
53_6_38_66_55_36_51_ 53_6_38_70_55_36_51
71_ 75
30_25_11_73_19_8_64_ 30_25_11_95_19_8_59
17_25_70_38_4_ 17_25_74_38_4
4_34_60_62_21_45_ 4_34_60_62_21_45
54_4_64_40_23_1_19_ 54_4_64_40_23_1_19
62_29_0_ 62_29_50
45_1_71_28_19_ 45_1_75_54_19
37_74_7_ 37_105_7
72_0_ 76_50
63_19_ 63_19
28_38_31_78_30_47_ 54_12_31_117_56_21
33_ 64
29_51_17_15_78_48_37_1_47_ 29_51_17_15_117_22_37_21_47
17_79_35_35_13_ 17_118_35_61_13
71_35_30_20_25_6_ 75_35_30_20_51_6
51_52_65_55_ 25_52_65_55
5_18_78_26_ 5_18_117_26
19_59_ 19_64
7_37_6_77_33_ 7_37_117_33
62_9_2_6_13_37_39_ 62_9_2_6_13_37_39
52_13_70_36_58_ 52_13_74_36_58
53_28_38_65_52_36_ 53_28_38_65_52_36
41_1_64_45_19_ 41_21_64_45_19
28_30_58_65_8_15_ 54_30_58_65_8_15
52_19_60_28_65_27_23_36_55_20_ 52_19_60_28_65_27_23_36_55_20
40_62_ 40_62
65_ 65
50_38_9_78_60_23_ 50_38_9_117_60_23
19_47_52_ 19_73_52
13_53_24_45_28_69_22_11_ 13_53_0_45_28_73_22_11
69_ 73
31_63_ 57_63
45_47_ 45_73
2_11_48_78_13_50_41_ 61_11_48_117_13_50_41
43_65_ 43_65
43_46_52_72_49_31_ 43_20_52_76_49_31
58_31_15_63_28_9_2_ 58_57_15_70_28_9_61
50_20_19_60_18_74_12_ 0_20_19_60_18_105_12
32_75_51_1_64_9_ 32_7_51_1_64_9
18_76_54_ 18_111_54
1_80_ 134
3_72_63_61_ 3_76_35
65_ 65
18_50_63_44_8_ 18_50_111_8
71_35_28_58_40_36_7_ 75_35_28_32_40_36_7
33_12_51_44_18_1_ 64_12_51_44_18_1
48_1_44_42_69_4_0_52_66_ 48_1_44_42_73_4_12_52
59_ 64
54_80_ 54_134
42_27_29_74_58_2_ 42_27_29_105_58_35
26_63_39_ 26_63_39
27_63_61_ 27_63_61
33_12_45_0_64_17_10_23_15_ 33_12_45_24_64_17_10_23_15
53_72_ 53_76
72_52_4_80_59_45_ 35_52_4_134_59_45
52_31_69_18_ 52_30_70_18
6_69_57_5_14_30_40_59_ 6_73_57_5_14_30_40_59
63_39_ 63_39
42_29_25_13_14_26_ 42_29_25_13_14_26
59_ 64
59_22_74_41_ 59_22_105_41
39_1_ 39_105
1_33_18_76_26_32_ 1_33_18_70_26_32
26_9_75_25_14_ 26_9_107_51_14
40_73_5_23_31_58_49_61_ 40_95_5_23_31_58_49_61
65_ 65
59_79_ 59_118
29_72_26_ 29_76_26
23_1_65_30_ 23_1_65_30
45_66_35_ 45_70_61
59_72_ 59_76
60_67_ 60_107
59_24_23_70_3_ 59_0_23_74_3
48_ 48
55_13_6_2_65_35_ 55_13_6_2_65_61
58_51_64_7_ 58_51_64_7
21_ 105
11_ 11
20_45_ 46_45
38_75_ 12_107
52_15_69_0_ 24_15_73_0
52_5_69_18_9_ 52_5_73_18_9
25_40_70_29_16_31_ 25_40_74_29_16_31
51_49_48_74_53_ 51_49_48_105_53
38_ 38_70
60_1_62_52_13_ 60_1_62_52_13
26_39_37_75_23_2_ 26_39_37_107_23_2
37_20_45_7_32_70_34_ 37_46_45_7_58_74_34
58_16_68_55_ 58_16_73_55
35_32_29_25_77_78_77_78_ 61_32_29_25_117_26
23_43_ 23_63
23_19_74_17_35_ 23_19_105_17_35
13_77_52_ 13_70_52
77_2_75_2_ 0_2_107_35
72_ 76
52_76_ 52_111
5_47_71_61_ 5_47_75_61
70_3_1_3_32_ 74_3_37_32
6_18_25_63_16_14_ 6_18_25_63_16_14
14_58_1_71_36_61_ 14_58_1_75_36_61
6_3_65_58_51_45_52_77_23_5_ 6_3_65_58_25_45_52_24_23_5
3_51_43_74_50_63_7_55_ 3_51_43_21_24_63_7_19_55
73_0_ 95_0
79_ 118
16_ 16
75_ 107
16_77_4_71_24_29_45_ 16_24_4_75_0_29_45
74_29_77_56_8_40_33_37_ 105_29_24_56_8_40_33_37
80_ 134
81_ 70
72_ 76
59_19_80_77_53_ 59_19_134_24_53
32_31_71_40_37_36_17_ 32_57_75_40_37_36_17
70_45_ 74_45
59_ 64
44_5_68_36_27_ 44_5_70_36_27
65_58_26_4_ 65_58_26_4
73_ 95
20_18_78_13_ 46_18_117_13
69_27_ 73_27
12_70_ 12_74
51_48_67_64_24_ 51_48_107_33_50
72_ 76
74_42_4_26_19_ 105_42_4_26_19
55_12_49_71_10_43_42_ 7_12_49_75_10_43_42
38_20_78_11_ 38_20_117_11
3_63_37_ 3_70_37
45_31_63_22_ 45_31_70_22
0_43_ 50_43
65_55_59_44_ 65_55_59_44
29_71_ 29_75
 63
20_72_13_ 20_76_13
14_ 14
76_17_80_47_7_5_34_43_ 111_17_1_47_7_5_34_43
73_ 95
18_77_41_38_71_35_ 18_24_41_38_75_35
38_6_69_45_61_9_28_ 38_6_73_45_61_9_28
42_33_31_ 42_64_31
2_70_ 2_74
4_18_40_70_16_ 4_18_40_74_16
50_69_45_12_36_2_32_ 50_73_45_12_36_2_32
25_71_53_ 51_75_53
48_63_58_3_38_8_ 48_63_58_3_12_8
20_74_10_ 46_105_10
70_27_1_2_4_19_ 74_27_1_61_4_19
33_73_ 33_95
43_72_61_ 43_76_61
58_18_25_62_25_33_ 58_18_51_62_25_33
33_80_1_ 33_134
6_70_22_ 6_74_22
48_11_66_51_4_ 48_11_70_51_4
18_1_ 18_70
15_42_1_63_35_14_77_ 15_42_21_63_61_14_24
70_ 74
18_8_26_65_29_27_21_ 18_8_26_65_29_27_21
29_75_ 29_107
65_2_61_35_14_28_ 65_2_61_35_14_54
73_ 95
64_7_0_22_27_44_79_24_ 33_7_50_22_27_44_118_0
28_19_4_79_50_35_ 28_19_4_118_50_35
15_47_7_4_38_ 15_47_107_4_38
 63
64_2_42_5_79_51_ 33_35_42_5_118_51
21_16_30_74_9_2_ 1_16_30_105_9_2
70_53_77_22_ 74_53_24_22
23_47_ 23_73
13_66_ 13_70
22_4_48_74_14_53_ 22_4_48_105_14_53
24_80_56_ 0_134_56
20_79_ 20_118
70_19_ 74_19
52_1_70_48_39_ 52_1_74_48_39
43_ 63
62_15_ 62_15
7_46_ 7_70_46
6_45_5_66_60_78_23_ 6_45_5_12_60_117_23
65_ 65
64_42_1_60_78_79_23_ 59_42_21_60_29_118_23
62_57_17_31_28_ 62_31_17_57_54
59_39_5_3_ 64_39_5_3
53_20_10_78_55_34_17_ 53_20_10_117_55_34_17
56_69_7_55_51_49_ 56_73_7_55_51_49
75_ 107
73_ 95
51_52_22_63_14_50_41_43_31_3_ 51_52_22_63_14_50_41_43_31_3
23_43_79_9_ 23_43_118_9
1_79_ 118
49_65_17_ 49_65_17
23_37_70_22_ 23_37_74_22
78_ 117
71_ 75
34_27_76_11_18_ 34_27_111_11_18
30_49_40_54_80_7_41_64_ 56_49_40_54_134_7_41_33
32_78_5_10_59_35_ 32_117_5_10_59_61
53_42_30_72_6_3_ 53_42_30_76_6_3
51_7_70_53_ 25_7_74_53
2_23_34_70_17_53_29_ 2_23_34_74_17_53_29
70_ 74
1_47_25_ 107_47_51
6_18_25_69_16_14_ 6_18_25_73_16_14
1_64_36_49_64_34_42_9_ 107_59_36_49_33_34_42_9
20_ 70_46
1_18_13_12_26_ 111_13_38_26
66_28_30_4_ 70_28_30_4
80_ 134
73_51_7_53_ 95_25_7_53
30_69_ 30_73
45_19_65_10_ 45_19_65_10
17_76_ 17_111
5_ 70
48_80_5_ 48_134_5
5_26_64_24_47_41_14_ 5_26_64_24_47_41_14
18_78_ 18_117
19_77_77_32_60_74_2_49_16_ 19_0_32_60_105_2_49_16
31_1_77_15_ 31_1_70_15
65_ 65
70_ 74
68_ 70
22_76_52_28_27_ 22_111_52_28_27
50_40_80_59_39_ 0_40_134_59_39
50_26_62_11_60_ 50_26_62_11_60
8_18_57_70_60_51_ 8_18_57_74_60_51
33_38_20_10_41_ 64_38_46_10_41
18_51_53_18_30_56_ 18_51_53_111_30_56
1_80_ 134
38_12_ 38_105
23_39_78_54_48_ 17_39_117_54_48
9_75_62_ 9_107_15
41_38_32_65_17_1_ 41_38_58_65_17_21
55_44_32_22_70_3_17_2_ 55_44_32_22_74_3_17_35
36_8_1_48_65_19_56_28_22_ 36_8_21_48_65_19_56_28_22
2_22_19_16_62_14_37_20_ 2_22_19_16_62_14_37_20
53_73_31_ 53_95_31
56_23_55_ 56_7_55
63_29_77_2_48_11_38_2_ 70_29_24_2_48_11_12_61
51_65_ 51_65
58_16_80_44_0_ 58_16_134_44_24
20_10_77_0_ 20_10_70_50
78_ 117
8_78_ 8_117
64_ 64
73_ 95
20_12_ 46_105
35_31_71_11_ 61_31_75_11
62_ 62
34_74_20_ 34_105_20
48_58_41_79_37_34_ 48_58_41_118_37_34
70_ 74
61_79_5_76_64_2_19_13_34_40_ 61_47_5_111_33_35_19_13_34_40
80_ 134
26_2_2_64_16_20_28_ 26_2_61_64_16_20_54
56_ 56
70_ 74
53_33_63_49_ 53_59_63_49
45_62_ 45_62
79_ 118
34_72_13_57_32_17_15_37_ 34_76_13_57_32_17_15_37
41_15_60_59_70_22_ 41_15_60_59_74_22
73_27_56_14_10_ 95_27_56_14_10
56_75_ 56_107
3_71_42_ 3_75_42
62_ 62
46_49_9_29_65_14_ 46_49_9_29_65_14
4_40_74_33_29_ 4_40_105_59_29
34_80_26_ 34_134_26
3_68_55_ 3_73_55
3_79_22_ 3_118_22
71_19_4_60_9_ 75_19_4_60_9
22_64_32_ 22_64_32
70_ 74
41_64_60_ 41_64_60
22_76_12_47_19_ 22_111_12_47_19
73_ 95
15_63_ 15_63
7_79_6_ 7_118_6
49_6_ 49_6
39_8_35_7_74_53_61_26_76_57_ 39_8_35_7_21_53_61_26_111_57
45_31_20_62_29_58_ 45_31_20_62_29_58
7_65_60_ 7_65_60
35_80_0_ 61_134_50
48_12_21_ 48_38_21
21_ 70
20_20_33_22_39_64_34_15_ 46_20_33_22_39_64_34_15
68_ 70
30_14_59_67_56_ 30_14_59_107_56
34_2_73_23_25_29_ 34_2_95_23_51_29
2_74_ 2_105
40_42_13_79_64_44_22_ 40_42_13_118_59_44_22
31_5_41_72_55_51_46_42_ 31_5_41_76_55_51_46_42
56_38_42_63_50_2_ 56_38_42_70_50_2
25_7_64_61_37_72_22_19_20_26_ 51_7_33_61_37_76_22_19_46_26
19_ 19
79_19_39_40_54_17_55_53_ 118_19_39_40_54_17_55_53
18_76_58_ 18_111_32
70_ 74
6_69_22_ 6_73_22
78_40_48_41_31_11_ 117_40_48_41_57_11
73_39_33_ 95_39_33
16_45_22_65_37_3_25_ 16_45_22_65_37_3_51
48_57_56_79_50_43_ 48_31_56_118_50_43
27_8_65_0_ 27_8_65_50
75_ 107
2_8_52_9_2_1_ 35_8_52_9_2_1
40_52_ 40_52
1_70_ 1_74
51_32_ 51_32
19_62_58_36_64_ 19_62_58_36_33
80_ 134
60_71_18_ 60_75_18
28_78_ 54_117
23_69_ 23_73
58_81_65_ 32_65
48_62_ 48_62
57_52_22_20_24_69_80_60_13_11_ 57_52_22_46_0_73_1_60_13_11
50_48_22_27_64_20_23_14_ 0_48_22_27_64_20_23_14
33_18_31_20_27_15_55_77_75_21_ 33_18_31_46_27_15_55_24_107_47
19_71_39_ 19_75_39
47_12_ 47_105
41_64_12_ 41_64_12
73_ 95
63_27_50_48_26_36_16_ 63_27_0_48_26_36_16
58_76_43_54_45_ 58_111_43_28_45
76_45_50_34_49_40_ 111_45_50_34_49_40
47_78_ 47_117
56_64_41_70_28_27_ 56_59_41_74_28_27
62_3_21_20_57_36_17_ 62_3_21_20_57_36_17
15_39_63_25_23_ 15_39_63_25_23
31_40_63_ 57_63
12_78_9_29_0_3_6_31_7_ 12_117_9_21_0_3_6_31_7
9_22_41_32_63_39_60_10_7_ 9_22_41_32_63_39_60_10_7
40_18_38_68_64_7_ 40_18_38_73_33_7
7_49_65_3_ 7_49_65_3
44_7_78_27_ 44_7_117_27
33_10_63_20_7_ 33_10_63_46_7
 63
61_16_79_17_52_6_49_50_13_ 61_16_118_17_52_11_49_50_13
12_4_19_80_52_36_ 12_4_19_134_52_36
3_80_21_ 3_134_21
29_45_62_27_59_ 29_45_62_27_59
80_56_ 134_56
18_ 111
47_27_ 47_70_27
17_62_10_ 17_62_10
14_57_60_72_55_36_ 14_57_60_76_55_36
5_61_54_18_74_6_49_ 5_61_54_18_105_6_49
71_ 70
49_65_5_ 49_65_5
70_ 74
29_37_18_64_36_28_ 29_37_18_64_36_28
18_64_9_73_52_57_ 18_33_9_95_52_57
60_76_ 60_111
14_63_2_ 14_63_2
13_51_73_45_55_ 13_51_95_45_55
40_44_65_15_39_ 40_44_65_15_39
74_69_ 21_73
48_56_ 48_56
8_73_25_ 8_95_25
63_52_39_45_53_20_22_18_ 70_52_39_45_53_20_22_18
19_64_ 19_64
6_18_62_74_22_25_45_ 6_18_62_21_22_51_45
11_73_61_ 11_95_61
50_45_38_75_36_2_32_ 50_45_12_107_36_2_32
42_28_35_ 42_117
43_78_ 43_117
44_15_72_6_22_ 44_15_76_6_22
80_ 134
34_80_23_ 34_134_23
35_10_32_71_56_2_35_ 35_10_32_75_56_2_61
54_4_71_61_ 54_4_75_61
10_27_72_31_8_ 10_27_76_31_8
47_55_80_7_52_ 47_55_134_7_52
28_30_58_78_8_15_ 54_30_58_117_8_15
57_22_69_35_ 31_22_73_61
62_51_43_46_25_ 62_25_43_20_51
28_69_23_45_57_53_ 28_73_23_45_57_53
79_ 118
61_36_12_32_57_23_ 35_36_12_32_57_23
48_71_40_ 48_75_40
24_72_ 50_76
24_26_38_69_42_34_11_ 24_26_38_73_42_34_11
76_ 111
44_31_11_41_38_36_ 44_31_11_41_12_36
79_ 118
52_80_ 52_134
49_44_ 49_44
60_28_74_16_52_20_19_ 60_28_105_16_52_20_19
51_ 51_70
51_72_ 51_76
74_73_54_ 12_95_54
1_81_65_ 65
71_ 75
73_ 95
30_53_41_55_27_73_50_15_ 30_53_41_55_27_95_50_15
78_44_ 117_44
12_55_62_31_13_ 12_55_62_31_13
38_78_23_ 38_117_23
3_0_33_31_76_9_ 3_24_33_31_111_9
74_ 105
46_3_76_6_42_ 46_3_111_6_42
24_71_ 0_75
30_74_3_ 56_105_3
24_79_ 50_118
23_52_76_17_ 23_52_111_17
6_67_ 6_107
17_27_60_74_35_ 17_27_60_105_61
59_56_64_58_16_ 59_56_64_32_16
74_31_77_2_55_2_45_80_60_ 21_31_24_2_55_61_45_134_60
37_74_19_ 37_105_19
39_ 39
25_47_65_13_31_ 25_47_65_13_31
42_38_1_43_ 42_38_107_43
70_25_48_8_ 74_25_48_8
39_40_7_52_76_4_48_49_ 39_40_7_52_65_4_48_49
76_78_ 111
18_ 18
7_53_51_61_23_76_52_ 7_53_51_35_23_111_52
55_7_34_74_22_15_24_ 55_7_34_105_22_15_0
36_13_70_23_ 36_13_74_23
62_1_12_25_18_ 62_1_12_25_18
78_ 117
50_52_64_18_ 0_52_64_18
30_53_78_41_55_27_50_15_ 30_53_117_41_55_27_50_15
33_41_56_34_7_ 64_41_56_34_7
2_70_44_ 2_74_44
74_20_59_ 105_46_59
49_53_59_71_20_32_28_44_ 53_59_75_46_32_28_44
31_56_60_69_14_3_15_23_ 57_56_60_73_21_3_15_23
9_66_22_41_32_39_60_10_7_ 9_70_22_41_32_39_60_10_7
48_63_31_ 48_63_31
62_ 62
33_79_ 59_118
23_44_ 23_76
74_ 105
8_25_79_48_59_ 8_51_118_48_59
3_65_51_61_19_30_ 3_65_25_61_19_30
70_ 74
9_33_ 9_64
71_31_27_54_39_37_ 75_30_27_54_39_37
41_16_63_11_24_ 41_16_70_11_0
28_2_61_26_70_14_41_44_ 54_2_61_26_74_14_41_44
80_28_52_50_14_74_42_34_26_ 134_54_52_50_14_21_42_34_26
5_72_48_28_4_12_59_3_ 5_76_48_28_4_12_59_3
79_ 118
69_31_51_14_48_ 73_57_51_14_48
70_ 74
20_33_ 20_64
26_11_71_8_ 26_11_75_8
10_31_74_22_8_ 10_31_105_22_8
32_46_27_70_23_30_ 32_46_27_74_23_30
12_34_74_30_45_16_58_52_19_33_ 38_34_105_56_45_16_32_52_19_59
61_8_4_68_43_19_ 35_8_4_73_43_19
48_50_65_22_18_52_ 48_50_65_22_18_52
76_44_ 111_44
25_34_63_52_ 51_34_70_52
17_39_72_11_ 17_39_76_11
54_20_62_51_43_ 54_46_62_51_43
20_18_2_78_3_37_58_ 20_18_2_117_3_37_32
44_22_32_10_6_62_13_30_36_ 44_22_32_10_6_62_13_30_36
8_56_78_26_14_31_60_ 8_56_117_26_14_31_60
28_41_ 28_63
28_57_69_11_30_17_ 54_31_73_11_30_17
50_43_63_15_ 50_43_63_15
3_49_73_6_17_ 3_49_95_6_17
36_64_24_ 36_64_24
80_ 134
40_14_79_2_ 40_14_118_2
28_2_34_72_32_50_ 28_2_34_76_32_50
76_ 111
74_ 105
60_16_79_11_1_45_ 60_16_118_11_1_19
25_51_71_59_ 25_51_75_59
4_47_33_71_40_ 4_47_33_75_40
39_55_41_76_4_44_49_2_ 39_55_41_111_4_44_49_2
15_73_19_ 15_95_19
59_22_79_41_ 59_22_118_41
33_11_63_7_ 59_11_63_7
60_37_53_66_3_35_ 60_37_53_111_3_35
49_ 49
78_6_20_24_ 117_6_20_50
3_58_52_64_13_50_16_ 3_32_52_64_13_50_16
 63
74_36_55_ 105_36_55
76_48_64_10_ 111_48_33_10
30_70_59_ 30_74_33
45_54_78_51_38_ 45_54_117_51_38
72_ 76
15_25_20_76_42_60_ 15_25_20_111_42_60
76_ 111
58_67_3_ 58_107_3
42_51_80_27_16_24_50_22_ 42_51_134_27_16_24_50_22
50_ 50
2_14_61_79_13_45_38_ 2_14_61_118_13_45_12
45_75_ 45_107
19_68_ 19_73
73_51_ 95_25
62_ 62
31_71_ 57_75
39_58_78_0_29_ 39_58_117_29
50_6_43_ 50_117_43
8_39_20_20_79_48_55_33_ 8_39_20_46_118_48_55_59
76_ 111
1_23_1_18_ 48_70_18
7_25_63_45_52_ 7_25_63_45_52
46_70_ 46_74
35_68_ 35_73
42_59_68_5_ 42_59_70_5
55_ 55
23_50_58_74_9_21_ 23_50_32_105_9_21
44_31_11_41_ 44_31_11_41
15_58_48_28_44_65_36_57_ 15_58_48_28_44_65_36_31
62_ 62
47_53_12_45_13_66_54_ 47_53_12_45_13_70_54
52_78_47_ 52_117_47
40_17_3_62_8_13_57_ 40_17_3_62_8_13_57
62_ 62
72_28_17_55_23_37_ 76_28_17_55_23_37
60_59_ 60_64
32_47_1_80_22_ 58_47_1_134_22
57_59_ 31_64
70_ 74
56_29_63_51_ 56_29_63_51
22_2_38_75_12_45_23_ 22_2_38_107_12_45_23
55_ 55
65_16_47_ 65_16_47
62_24_22_31_60_ 62_24_22_31_60
31_19_44_79_36_7_26_ 31_19_44_118_36_7_26
75_ 70
0_75_53_ 0_107_53
52_ 52
1_10_65_29_ 1_10_65_29
51_71_ 51_75
10_0_62_4_ 10_50_62_4
28_63_ 28_63
59_ 64
33_74_1_ 59_134
52_5_76_41_40_4_64_57_12_34_ 52_5_111_41_40_4_33_57_12_34
28_23_74_29_38_ 28_23_105_29_38
11_13_15_71_25_43_51_ 11_13_15_75_25_43_51
33_72_ 59_76
37_11_8_70_60_34_5_ 37_11_8_74_60_34_5
7_54_77_62_28_58_53_51_ 7_54_0_62_28_58_53_51
50_7_77_61_ 0_117_61
22_16_11_76_19_4_37_ 22_16_11_111_19_4_37
53_71_30_ 53_75_30
34_72_52_ 34_76_52
24_70_29_ 50_74_29
73_23_17_ 95_23_17
76_11_34_ 111_11_34
73_ 95
41_2_2_16_71_8_25_ 41_2_35_16_75_27_25
21_52_73_56_ 21_52_95_30
11_13_6_32_80_27_61_21_ 11_13_6_32_134_27_61_21
80_ 134
53_74_13_75_28_28_ 53_1_13_107_54_28
35_11_51_3_1_75_40_ 35_11_51_3_12_107_40
27_ 70
31_74_51_39_36_59_ 31_105_51_39_36_59
16_52_64_26_ 16_52_64_26
78_2_14_31_15_ 117_2_14_57_15
28_9_50_56_51_69_2_ 54_9_50_56_51_73_35
35_11_16_36_64_52_31_10_60_ 35_11_16_36_64_52_31_10_60
54_30_ 54_56
31_71_ 31_75
75_ 107
75_ 107
44_11_50_42_74_15_ 44_11_50_42_105_15
42_62_29_ 42_62_29
64_2_42_75_28_25_ 33_35_42_107_5_51
56_68_32_35_30_ 56_73_58_61_30
26_56_2_70_52_3_ 26_56_35_74_52_3
17_77_78_ 17_117
22_13_63_51_40_53_14_ 22_13_63_51_40_53_14
16_1_ 16_105
36_35_62_47_8_56_38_4_ 36_35_62_47_8_56_38_4
65_22_15_10_6_14_ 65_22_15_10_6_14
22_63_63_10_ 22_63_10
12_34_63_40_55_ 12_34_63_40_55
53_36_17_4_49_78_12_ 53_36_17_4_49_117_12
69_ 73
80_ 134
5_47_74_61_ 5_47_105_61
47_80_ 47_134
18_17_76_45_3_9_ 18_17_111_45_3_9
24_79_24_ 0_118_50
28_10_34_76_21_31_ 54_10_34_111_21_31
9_17_7_80_43_61_ 9_17_7_134_43_2
31_75_ 57_107
17_63_9_56_18_ 17_63_9_56_18
12_52_20_18_68_45_ 12_52_20_18_105_45
36_63_7_ 36_70_7
36_70_12_33_ 36_74_38_33
79_52_ 118_52
20_78_39_60_ 20_117_39_60
4_75_28_ 4_107_28
72_ 76
2_47_23_ 2_73_23
70_60_79_14_59_ 74_60_44_14_33
19_63_ 19_63
69_ 73
71_9_48_41_32_39_60_10_7_ 75_9_22_41_32_39_60_10_7
14_43_50_48_9_8_75_45_ 14_43_0_48_9_8_107_45
7_11_20_54_ 7_11_20_54
22_79_20_ 22_118_20
8_59_29_ 8_64_29
55_72_32_31_38_49_ 55_76_32_31_12_49
59_51_ 64_25
58_47_75_1_22_ 58_47_107_1_22
46_79_ 46_118
16_75_2_40_61_38_57_14_55_25_ 16_107_2_40_61_12_57_14_55_25
42_62_ 42_62
78_ 117
2_17_32_25_18_63_44_27_48_ 2_17_32_51_18_63_44_27_48
17_3_72_33_ 17_3_76_59
65_ 65
60_26_30_72_23_ 60_26_30_76_23
26_50_67_48_ 26_50_107_48
17_79_ 17_118
70_ 74
27_8_34_56_60_26_39_65_20_ 27_8_34_56_60_26_39_65_46
50_55_75_33_30_27_36_48_39_25_ 0_55_107_59_30_27_36_48_39_25
37_14_66_1_ 37_14_70_1
25_36_49_80_32_12_29_13_41_ 25_36_49_134_32_12_29_24_41
20_72_13_ 20_76_13
21_5_76_2_ 21_5_111_2
20_75_ 20_107
12_71_58_23_7_ 12_75_32_23_7
19_41_30_31_75_64_27_54_40_ 19_41_30_31_107_59_27_54_40
54_65_26_ 54_65_26
51_80_ 51_134
56_72_ 56_76
75_36_50_27_46_ 107_36_50_27_46
